CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
107-13-1,Acrylonitrile,ND,ug/mh,3.2,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
71-43-2,Benzene,150,ug/mh,4.7,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
100-44-7,Benzyl chloride,ND,ug/mh,7.6,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
75-27-4,Bromodichloromethane,ND,ug/mh,9.9,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
75-25-2,Bromoform,ND,ug/mh,15,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
74-83-9,Bromomethane,ND,ug/mh,5.7,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
75-15-0,Carbon disulfide,110,ug/mh,4.6,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
56-23-5,Carbon tetrachloride,ND,ug/mh,2.3,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
108-90-7,Chlorobenzene,ND,ug/mh,6.8,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
75-00-3,Chloroethane,ND,ug/mh,3.9,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
67-66-3,Chloroform,ND,ug/mh,7.2,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
74-87-3,Chloromethane,ND,ug/mh,3,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
156-59-2,"cis-1,2-Dichloroethylene",7,ug/mh,1.5,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
10061-01-5,"cis-1,3-Dichloropropylene",ND,ug/mh,6.7,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
110-82-7,Cyclohexane,11,ug/mh,5.1,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
124-48-1,Dibromochloromethane,ND,ug/mh,13,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
75-71-8,Dichlorodifluoromethane,ND,ug/mh,7.3,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
141-78-6,* Ethyl acetate,ND,ug/mh,11,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
100-41-4,Ethyl Benzene,210,ug/mh,6.4,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
87-68-3,Hexachlorobutadiene,ND,ug/mh,16,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
67-63-0,Isopropanol,ND,ug/mh,7.2,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
80-62-6,Methyl Methacrylate,ND,ug/mh,6,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
1634-04-4,Methyl tert-butyl ether (MTBE),ND,ug/mh,5.3,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
64164,Methylene chloride,ND,ug/mh,10,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
142-82-5,n-Heptane,520,ug/mh,6,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
110-54-3,n-Hexane,37,ug/mh,5.2,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
95-47-6,o-Xylene,170,ug/mh,6.4,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
179601-23-1,p- & m- Xylenes,570,ug/mh,13,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
622-96-8,* p-Ethyltoluene,91,ug/mh,7.2,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
115-07-1,* Propylene,150,ug/mh,2.5,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
100-42-5,Styrene,ND,ug/mh,6.3,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
127-18-4,Tetrachloroethylene,7,ug/mh,2.5,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
109-99-9,* Tetrahydrofuran,ND,ug/mh,8.7,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
108-88-3,Toluene,120,ug/mh,5.6,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
156-60-5,"trans-1,2-Dichloroethylene",ND,ug/mh,5.8,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
10061-02-6,"trans-1,3-Dichloropropylene",ND,ug/mh,6.7,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
65386,Trichloroethylene,17,ug/mh,2,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
75-69-4,Trichlorofluoromethane (Freon 11),ND,ug/mh,8.3,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
108-05-4,Vinyl acetate,ND,ug/mh,5.2,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
593-60-2,Vinyl bromide,ND,ug/mh,6.4,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
63923,Vinyl Chloride,4.0999999999999996,ug/mh,0.94,14.73,SV,York,40-48 Commercial Street,SV-1,01/09/2018,01/18/2018,18CVCP072K
630-20-6,"* 1,1,1,2-Tetrachloroethane",ND,ug/mh,8.6,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
71-55-6,"1,1,1-Trichloroethane",ND,ug/mh,6.8,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
79-34-5,"1,1,2,2-Tetrachloroethane",ND,ug/mh,8.6,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",ND,ug/mh,9.6,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
79-00-5,"1,1,2-Trichloroethane",ND,ug/mh,6.8,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-34-3,"1,1-Dichloroethane",ND,ug/mh,5.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-35-4,"1,1-Dichloroethylene",ND,ug/mh,1.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
120-82-1,"1,2,4-Trichlorobenzene",ND,ug/mh,9.3,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
95-63-6,"1,2,4-Trimethylbenzene",160,ug/mh,6.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
106-93-4,"1,2-Dibromoethane",ND,ug/mh,9.6,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
95-50-1,"1,2-Dichlorobenzene",ND,ug/mh,7.5,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
107-06-2,"1,2-Dichloroethane",ND,ug/mh,5.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
78-87-5,"1,2-Dichloropropane",ND,ug/mh,5.8,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
76-14-2,"1,2-Dichlorotetrafluoroethane",ND,ug/mh,8.8,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
108-67-8,"1,3,5-Trimethylbenzene",31,ug/mh,6.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
106-99-0,"1,3-Butadiene",ND,ug/mh,8.3,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
541-73-1,"1,3-Dichlorobenzene",ND,ug/mh,7.5,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
142-28-9,"* 1,3-Dichloropropane",ND,ug/mh,5.8,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
106-46-7,"1,4-Dichlorobenzene",ND,ug/mh,7.5,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
123-91-1,"1,4-Dioxane",ND,ug/mh,9,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
78-93-3,2-Butanone,13,ug/mh,3.7,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
591-78-6,* 2-Hexanone,ND,ug/mh,10,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
107-05-1,3-Chloropropene,ND,ug/mh,20,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
108-10-1,4-Methyl-2-pentanone,ND,ug/mh,5.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
67-64-1,Acetone,77,ug/mh,6,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
107-13-1,Acrylonitrile,ND,ug/mh,2.7,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
71-43-2,Benzene,150,ug/mh,4,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
100-44-7,Benzyl chloride,ND,ug/mh,6.5,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-27-4,Bromodichloromethane,ND,ug/mh,8.4,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-25-2,Bromoform,ND,ug/mh,13,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
74-83-9,Bromomethane,ND,ug/mh,4.9,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-15-0,Carbon disulfide,ND,ug/mh,3.9,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
56-23-5,Carbon tetrachloride,ND,ug/mh,2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
108-90-7,Chlorobenzene,ND,ug/mh,5.8,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-00-3,Chloroethane,ND,ug/mh,3.3,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
67-66-3,Chloroform,ND,ug/mh,6.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
74-87-3,Chloromethane,ND,ug/mh,2.6,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
156-59-2,"cis-1,2-Dichloroethylene",35,ug/mh,1.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
10061-01-5,"cis-1,3-Dichloropropylene",ND,ug/mh,5.7,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
110-82-7,Cyclohexane,190,ug/mh,4.3,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
124-48-1,Dibromochloromethane,ND,ug/mh,11,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-71-8,Dichlorodifluoromethane,89,ug/mh,6.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
141-78-6,* Ethyl acetate,45,ug/mh,9,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
100-41-4,Ethyl Benzene,38,ug/mh,5.4,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
87-68-3,Hexachlorobutadiene,ND,ug/mh,13,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
67-63-0,Isopropanol,ND,ug/mh,6.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
80-62-6,Methyl Methacrylate,ND,ug/mh,5.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
1634-04-4,Methyl tert-butyl ether (MTBE),ND,ug/mh,4.5,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
64164,Methylene chloride,ND,ug/mh,8.7,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
142-82-5,n-Heptane,500,ug/mh,5.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
110-54-3,n-Hexane,620,ug/mh,4.4,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
95-47-6,o-Xylene,310,ug/mh,5.4,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
179601-23-1,p- & m- Xylenes,280,ug/mh,11,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
622-96-8,* p-Ethyltoluene,410,ug/mh,6.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
115-07-1,* Propylene,9.5,ug/mh,2.2,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
100-42-5,Styrene,ND,ug/mh,5.3,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
127-18-4,Tetrachloroethylene,4.3,ug/mh,2.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
109-99-9,* Tetrahydrofuran,ND,ug/mh,7.4,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
108-88-3,Toluene,30,ug/mh,4.7,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
156-60-5,"trans-1,2-Dichloroethylene",ND,ug/mh,5,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
10061-02-6,"trans-1,3-Dichloropropylene",ND,ug/mh,5.7,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
65386,Trichloroethylene,13,ug/mh,1.7,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
75-69-4,Trichlorofluoromethane (Freon 11),ND,ug/mh,7.1,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
108-05-4,Vinyl acetate,ND,ug/mh,4.4,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
593-60-2,Vinyl bromide,ND,ug/mh,5.5,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
63923,Vinyl Chloride,26,ug/mh,0.8,12.55,SV,York,40-48 Commercial Street,SV-2,01/09/2018,01/18/2018,18CVCP072K
630-20-6,"* 1,1,1,2-Tetrachloroethane",ND,ug/mh,1.1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
71-55-6,"1,1,1-Trichloroethane",ND,ug/mh,0.85,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
79-34-5,"1,1,2,2-Tetrachloroethane",ND,ug/mh,1.1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",ND,ug/mh,1.2,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
79-00-5,"1,1,2-Trichloroethane",ND,ug/mh,0.85,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-34-3,"1,1-Dichloroethane",ND,ug/mh,0.63,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-35-4,"1,1-Dichloroethylene",ND,ug/mh,0.15,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
120-82-1,"1,2,4-Trichlorobenzene",ND,ug/mh,1.2,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
95-63-6,"1,2,4-Trimethylbenzene",5.2,ug/mh,0.76,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
106-93-4,"1,2-Dibromoethane",ND,ug/mh,1.2,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
95-50-1,"1,2-Dichlorobenzene",ND,ug/mh,0.93,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
107-06-2,"1,2-Dichloroethane",ND,ug/mh,0.63,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
78-87-5,"1,2-Dichloropropane",ND,ug/mh,0.72,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
76-14-2,"1,2-Dichlorotetrafluoroethane",ND,ug/mh,1.1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
108-67-8,"1,3,5-Trimethylbenzene",4,ug/mh,0.76,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
106-99-0,"1,3-Butadiene",ND,ug/mh,1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
541-73-1,"1,3-Dichlorobenzene",ND,ug/mh,0.93,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
142-28-9,"* 1,3-Dichloropropane",ND,ug/mh,0.72,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
106-46-7,"1,4-Dichlorobenzene",ND,ug/mh,0.93,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
123-91-1,"1,4-Dioxane",ND,ug/mh,1.1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
78-93-3,2-Butanone,0.87,ug/mh,0.46,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
591-78-6,* 2-Hexanone,ND,ug/mh,1.3,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
107-05-1,3-Chloropropene,ND,ug/mh,2.4,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
108-10-1,4-Methyl-2-pentanone,ND,ug/mh,0.64,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
67-64-1,Acetone,6.1,ug/mh,0.74,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
107-13-1,Acrylonitrile,ND,ug/mh,0.34,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
71-43-2,Benzene,9,ug/mh,0.5,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
100-44-7,Benzyl chloride,ND,ug/mh,0.8,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-27-4,Bromodichloromethane,ND,ug/mh,1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-25-2,Bromoform,ND,ug/mh,1.6,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
74-83-9,Bromomethane,ND,ug/mh,0.6,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-15-0,Carbon disulfide,5.8,ug/mh,0.48,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
56-23-5,Carbon tetrachloride,ND,ug/mh,0.24,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
108-90-7,Chlorobenzene,ND,ug/mh,0.71,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-00-3,Chloroethane,ND,ug/mh,0.41,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
67-66-3,Chloroform,ND,ug/mh,0.76,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
74-87-3,Chloromethane,ND,ug/mh,0.32,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
156-59-2,"cis-1,2-Dichloroethylene",1,ug/mh,0.15,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
10061-01-5,"cis-1,3-Dichloropropylene",ND,ug/mh,0.7,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
110-82-7,Cyclohexane,16,ug/mh,0.53,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
124-48-1,Dibromochloromethane,ND,ug/mh,1.3,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-71-8,Dichlorodifluoromethane,17,ug/mh,0.77,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
141-78-6,* Ethyl acetate,ND,ug/mh,1.1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
100-41-4,Ethyl Benzene,1.8,ug/mh,0.67,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
87-68-3,Hexachlorobutadiene,ND,ug/mh,1.7,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
67-63-0,Isopropanol,ND,ug/mh,0.76,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
80-62-6,Methyl Methacrylate,ND,ug/mh,0.64,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
1634-04-4,Methyl tert-butyl ether (MTBE),ND,ug/mh,0.56,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
64164,Methylene chloride,ND,ug/mh,1.1,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
142-82-5,n-Heptane,23,ug/mh,0.64,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
110-54-3,n-Hexane,8.3000000000000007,ug/mh,0.55,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
95-47-6,o-Xylene,2.2999999999999998,ug/mh,0.67,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
179601-23-1,p- & m- Xylenes,5.9,ug/mh,1.3,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
622-96-8,* p-Ethyltoluene,3.4,ug/mh,0.76,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
115-07-1,* Propylene,1.2,ug/mh,0.27,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
100-42-5,Styrene,ND,ug/mh,0.66,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
127-18-4,Tetrachloroethylene,0.53,ug/mh,0.26,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
109-99-9,* Tetrahydrofuran,ND,ug/mh,0.92,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
108-88-3,Toluene,2.2000000000000002,ug/mh,0.58,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
156-60-5,"trans-1,2-Dichloroethylene",ND,ug/mh,0.62,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
10061-02-6,"trans-1,3-Dichloropropylene",ND,ug/mh,0.7,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
65386,Trichloroethylene,66,ug/mh,0.21,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
75-69-4,Trichlorofluoromethane (Freon 11),4.8,ug/mh,0.87,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
108-05-4,Vinyl acetate,ND,ug/mh,0.55,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
593-60-2,Vinyl bromide,ND,ug/mh,0.68,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
63923,Vinyl Chloride,ND,ug/mh,0.099,1.552,SV,York,40-48 Commercial Street,SV-3,01/09/2018,01/19/2018,18CVCP072K
630-20-6,"* 1,1,1,2-Tetrachloroethane",ND,ug/m3,19,27.39,SV,York,402 Snediker Avenue,SV-1,03/09/2017,03/14/2017,17CVCP062K
71-55-6,"1,1,1-Trichloroethane",ND,ug/m3,15,27.39,SV,York,402 Snediker Avenue,SV-1,03/09/2017,03/14/2017,17CVCP062K
79-34-5,"1,1,2,2-Tetrachloroethane",ND,ug/m3,19,27.39,SV,York,402 Snediker Avenue,SV-1,03/09/2017,03/14/2017,17CVCP062K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",ND,ug/m3,21,27.39,SV,York,402 Snediker Avenue,SV-1,03/09/2017,03/14/2017,17CVCP062K
79-00-5,"1,1,2-Trichloroethane",ND,ug/m3,15,27.39,SV,York,402 Snediker Avenue,SV-1,03/09/2017,03/14/2017,17CVCP062K
75-34-3,"1,1-Dichloroethane",ND,ug/m3,11,27.39,SV,York,402 Snediker Avenue,SV-1,03/09/2017,03/14/2017,17CVCP062K
75-35-4,"1,1-Dichloroethylene",ND,ug/m3,11,27.39,SV,York,402 Snediker Avenue,SV-1,03/09/2017,03/14/2017,17CVCP062K
